time_s,voltage_v,current,temperature_c
306.0,3.5799518,-19.986754,25.433945
307.0,3.5804527,-19.976572,25.422478
308.0,3.5805027,-19.985057,25.475931
309.0,3.5805027,-19.956207,25.548458
310.0,3.580653,-19.925662,25.418663
311.0,3.5808532,-19.942631,25.376677
312.0,3.5808032,-19.974873,25.487375
313.0,3.5813041,-19.959602,25.609516
314.0,3.5814545,-19.956207,25.433945
315.0,3.5816548,-19.962996,25.559902
316.0,3.5813041,-19.983359,25.514101
317.0,3.5821056,-19.979967,25.369047
318.0,3.5818551,-19.976572,25.43013
319.0,3.5823059,-19.962996,25.39959
320.0,3.5822058,-19.974873,25.323248
321.0,3.5822058,-19.990146,25.361418
322.0,3.5827067,-19.959602,25.369047
323.0,3.5828569,-19.990146,25.540804
324.0,3.5826566,-19.925662,25.414848
325.0,3.582957,-19.947725,25.556087
326.0,3.5830071,-19.976572,25.487375
327.0,3.5833578,-19.991846,25.441574
328.0,3.5835583,-19.927359,25.479746
329.0,3.5837586,-19.934148,25.472116
330.0,3.5838587,-19.97827,25.586628
331.0,3.5839589,-20.008814,25.43013
332.0,3.5839589,-20.002027,25.292706
333.0,3.5843096,-19.923965,25.495005
334.0,3.5845098,-19.939238,25.334692
335.0,3.5844598,-19.95451,25.39196
336.0,3.5847104,-20.003723,25.594257
337.0,3.5850608,-20.008814,25.563717
338.0,3.585161,-19.959602,25.548458
339.0,3.5853615,-19.97827,25.460648
340.0,3.5851109,-19.973178,25.30415
341.0,3.5853114,-19.940936,25.43013
342.0,3.5858123,-19.913783,25.349974
343.0,3.5859625,-19.951117,25.441574
344.0,3.5861127,-20.002027,25.483561
345.0,3.5860126,-19.966391,25.453018
346.0,3.5864635,-19.964693,25.353788
347.0,3.5864635,-19.944328,25.422478
348.0,3.5867138,-19.983359,25.357603
349.0,3.5867639,-19.92227,25.571346
350.0,3.5866637,-19.946027,25.544619
351.0,3.5869143,-19.956207,25.632429
352.0,3.5872147,-19.891723,25.502634
353.0,3.5877156,-19.913783,25.598072
354.0,3.5875154,-19.951117,25.338507
355.0,3.5878661,-19.952814,25.311804
356.0,3.5877156,-19.942631,25.517916
357.0,3.5879161,-19.95451,25.407219
358.0,3.5885673,-19.988449,25.567532
359.0,3.5881665,-19.974873,25.472116
360.0,3.5886674,-19.973178,25.418663
361.0,3.5888677,-19.971482,25.632429
362.0,3.5890682,-19.939238,25.586628
363.0,3.5887175,-19.932451,25.563717
364.0,3.5893686,-19.956207,25.388145
365.0,3.5890682,-19.944328,25.556087
366.0,3.5893686,-19.930754,25.49119
367.0,3.5893686,-19.964693,25.403404
368.0,3.5902703,-19.976572,25.52173
369.0,3.5898194,-19.946027,25.495005
370.0,3.5904205,-19.910389,25.449203
371.0,3.5898695,-19.956207,25.536989
372.0,3.5904205,-19.966391,25.49119
373.0,3.5904205,-19.995238,25.437759
374.0,3.5910718,-19.915482,25.449203
375.0,3.5908213,-19.937541,25.388145
376.0,3.5906711,-19.983359,25.601887
377.0,3.5916228,-19.956207,25.510286
378.0,3.591172,-19.952814,25.514101
379.0,3.5914724,-19.952814,25.346136
380.0,3.5923741,-19.959602,25.422478
381.0,3.5919232,-19.929055,25.426292
382.0,3.5923741,-19.918875,25.52936
383.0,3.592274,-19.94942,25.598072
384.0,3.5923741,-19.979967,25.52173
385.0,3.5927248,-19.964693,25.556087
386.0,3.5924742,-19.961299,25.52173
387.0,3.5928249,-19.956207,25.52173
388.0,3.5930252,-19.952814,25.464462
389.0,3.5930753,-19.929055,25.62096
390.0,3.593426,-19.929055,25.567532
391.0,3.5935261,-19.917178,25.533175
392.0,3.593426,-19.971482,25.540804
393.0,3.5941272,-19.998633,25.552273
394.0,3.5937264,-20.020691,25.632429
395.0,3.5944779,-19.969783,25.662947
396.0,3.5947783,-19.917178,25.498819
397.0,3.5943778,-19.976572,25.567532
398.0,3.5948787,-19.985057,25.445389
399.0,3.5948787,-19.947725,25.536989
400.0,3.5949788,-19.915482,25.517916
401.0,3.5951791,-19.935844,25.571346
402.0,3.5951791,-19.95451,25.62096
403.0,3.5954297,-19.956207,25.544619
404.0,3.5954797,-19.985057,25.475931
405.0,3.596231,-19.940936,25.514101
406.0,3.5959306,-19.947725,25.605701
407.0,3.5961809,-19.996936,25.617146
408.0,3.596231,-19.988449,25.58279
409.0,3.596782,-19.983359,25.567532
410.0,3.5969825,-19.957904,25.682043
411.0,3.5969825,-20.012209,25.517916
412.0,3.5966318,-19.959602,25.586628
413.0,3.596782,-19.935844,25.487375
414.0,3.5975835,-19.920572,25.563717
415.0,3.5974832,-19.969783,25.418663
416.0,3.5978839,-19.946027,25.571346
417.0,3.5982347,-19.973178,25.628614
418.0,3.5981846,-19.995238,25.533175
419.0,3.5981846,-19.966391,25.533175
420.0,3.5987356,-19.94942,25.666784
421.0,3.5986855,-19.962996,25.62096
422.0,3.5987856,-19.94942,25.52173
423.0,3.599036,-19.937541,25.571346
424.0,3.5993867,-19.959602,25.655317
425.0,3.5993366,-19.983359,25.52173
426.0,3.5993867,-19.959602,25.39959
427.0,3.5999377,-19.952814,25.536989
428.0,3.5998375,-19.97827,25.548458
429.0,3.6000378,-19.927359,25.609516
430.0,3.6002383,-20.002027,25.643873
431.0,3.6004386,-19.959602,25.617146
432.0,3.6007392,-19.95451,25.720215
433.0,3.6007392,-19.97827,25.43013
434.0,3.6010396,-19.974873,25.575161
435.0,3.6008894,-19.979967,25.540804
436.0,3.6010897,-19.968086,25.605701
437.0,3.6015406,-19.935844,25.426292
438.0,3.6012399,-19.94942,25.613331
439.0,3.6016407,-19.961299,25.598072
440.0,3.6016908,-19.940936,25.52936
441.0,3.6019413,-19.961299,25.643873
442.0,3.6022918,-20.022391,25.52936
443.0,3.6025925,-19.973178,25.598072
444.0,3.6022918,-19.947725,25.536989
445.0,3.6028428,-19.92227,25.712585
446.0,3.6034942,-19.968086,25.563717
447.0,3.6029932,-19.985057,25.369047
448.0,3.6032937,-19.896813,25.655317
449.0,3.603394,-19.966391,25.628614
450.0,3.6037445,-19.959602,25.472116
451.0,3.6039951,-19.917178,25.437759
452.0,3.603945,-19.981662,25.647688
453.0,3.6041453,-19.951117,25.685858
454.0,3.6046963,-19.957904,25.544619
455.0,3.6045461,-19.951117,25.678228
456.0,3.6046963,-19.94942,25.693487
457.0,3.6049969,-19.929055,25.662947
458.0,3.6050971,-19.996936,25.487375
459.0,3.605047,-19.962996,25.659132
460.0,3.605598,-19.966391,25.590443
461.0,3.6054976,-19.939238,25.418663
462.0,3.605648,-19.942631,25.708771
463.0,3.6063492,-19.962996,25.605701
464.0,3.6064994,-19.998633,25.590443
465.0,3.6059484,-19.939238,25.72403
466.0,3.60675,-19.942631,25.643873
467.0,3.6068501,-19.962996,25.670599
468.0,3.6070004,-19.97827,25.517916
469.0,3.6070504,-19.944328,25.682043
470.0,3.6070004,-19.973178,25.540804
471.0,3.6076515,-19.993541,25.517916
472.0,3.6076014,-19.937541,25.544619
473.0,3.608403,-19.986754,25.636244
474.0,3.6082025,-19.923965,25.578976
475.0,3.6082025,-19.976572,25.640059
476.0,3.6088037,-19.986754,25.659132
477.0,3.608453,-19.968086,25.548458
478.0,3.6089039,-19.957904,25.651503
479.0,3.6091542,-19.959602,25.617146
480.0,3.6092544,-19.971482,25.58279
481.0,3.6099057,-20.002027,25.662947
482.0,3.6099558,-19.946027,25.605701
483.0,3.6097553,-19.964693,25.514101
484.0,3.6101561,-19.990146,25.58279
485.0,3.6103566,-20.003723,25.693487
486.0,3.6104066,-19.917178,25.533175
487.0,3.6107571,-19.962996,25.502634
488.0,3.6110077,-19.968086,25.758385
489.0,3.6113081,-20.003723,25.670599
490.0,3.611258,-19.947725,25.693487
491.0,3.6114082,-19.942631,25.601887
492.0,3.6119092,-19.964693,25.601887
493.0,3.6115086,-19.97827,25.590443
494.0,3.6116588,-19.95451,25.502634
495.0,3.6126606,-19.979967,25.533175
496.0,3.6125605,-19.908693,25.514101
497.0,3.6126106,-19.974873,25.456833
498.0,3.612911,-19.951117,25.601887
499.0,3.6130111,-19.940936,25.559902
500.0,3.6132617,-19.947725,25.682043
501.0,3.613462,-19.969783,25.601887
502.0,3.6138127,-19.973178,25.357603
503.0,3.6137125,-19.935844,25.58279
504.0,3.6141133,-19.923965,25.594257
505.0,3.6141634,-19.993541,25.601887
506.0,3.6145139,-19.959602,25.510286
507.0,3.6148145,-19.991846,25.674414
508.0,3.6150148,-19.993541,25.632429
509.0,3.6151149,-19.957904,25.514101
510.0,3.6149647,-19.966391,25.670599
511.0,3.6156659,-19.993541,25.674414
512.0,3.6154156,-19.951117,25.578976
513.0,3.6161668,-19.966391,25.52173
514.0,3.6158664,-19.937541,25.72403
515.0,3.6162672,-20.00542,25.636244
516.0,3.6165676,-19.951117,25.407219
517.0,3.6170685,-19.932451,25.567532
518.0,3.6167679,-19.946027,25.594257
519.0,3.6170685,-19.930754,25.575161
520.0,3.6175194,-19.915482,25.575161
521.0,3.6174693,-19.974873,25.689672
522.0,3.6175694,-19.940936,25.792742
523.0,3.6180704,-20.025783,25.701117
524.0,3.6180203,-19.929055,25.785112
525.0,3.6183207,-19.94942,25.701117
526.0,3.6185212,-19.998633,25.540804
527.0,3.6186714,-19.983359,25.609516
528.0,3.6190221,-19.961299,25.601887
529.0,3.6193225,-19.968086,25.495005
530.0,3.619523,-19.964693,25.506472
531.0,3.6196232,-19.986754,25.52173
532.0,3.620074,-19.940936,25.571346
533.0,3.6198735,-19.940936,25.598072
534.0,3.620575,-19.942631,25.766014
535.0,3.6205246,-19.932451,25.750755
536.0,3.6208253,-19.920572,25.666784
537.0,3.6212761,-20.013904,25.636244
538.0,3.6213262,-19.988449,25.552273
539.0,3.621727,-19.956207,25.586628
540.0,3.6214263,-19.951117,25.536989
541.0,3.6215265,-19.962996,25.586628
542.0,3.6219773,-19.912086,25.659132
543.0,3.6221275,-19.934148,25.586628
544.0,3.6224782,-19.94942,25.495005
545.0,3.6226785,-19.932451,25.590443
546.0,3.6229792,-19.946027,25.788927
547.0,3.6233299,-19.946027,25.7164
548.0,3.6235301,-19.966391,25.708771
549.0,3.6232297,-19.979967,25.609516
550.0,3.6238308,-19.973178,25.727844
551.0,3.6241813,-19.957904,25.685858
552.0,3.6243818,-19.986754,25.510286
553.0,3.6245821,-19.969783,25.586628
554.0,3.625083,-19.918875,25.548458
555.0,3.6251831,-19.918875,25.605701
556.0,3.6249828,-19.956207,25.590443
557.0,3.6251831,-19.981662,25.697302
558.0,3.6259346,-19.946027,25.666784
559.0,3.6258342,-19.973178,25.544619
560.0,3.6265357,-19.971482,25.81563
561.0,3.6262851,-19.944328,25.52173
562.0,3.6263351,-19.968086,25.640059
563.0,3.6269362,-19.990146,25.578976
564.0,3.6270366,-19.969783,25.578976
565.0,3.6271367,-19.937541,25.632429
566.0,3.6270366,-19.917178,25.640059
567.0,3.627387,-19.95451,25.502634
568.0,3.627938,-19.939238,25.510286
569.0,3.6281886,-19.934148,25.72403
570.0,3.6282887,-19.981662,25.647688
571.0,3.6282887,-19.998633,25.792742
572.0,3.6284389,-19.979967,25.613331
573.0,3.6288397,-19.92227,25.834726
574.0,3.6294408,-19.993541,25.598072
575.0,3.6291904,-19.979967,25.617146
576.0,3.6296914,-19.971482,25.636244
577.0,3.6298416,-20.020691,25.72403
578.0,3.6300418,-19.94942,25.643873
579.0,3.6302924,-19.969783,25.544619
580.0,3.6305428,-19.993541,25.613331
581.0,3.6306429,-19.966391,25.605701
582.0,3.6310937,-19.95451,25.720215
583.0,3.6309435,-19.94942,25.517916
584.0,3.6314445,-19.929055,25.788927
585.0,3.6317952,-19.946027,25.472116
586.0,3.6319454,-19.910389,25.72403
587.0,3.6321456,-20.000328,25.632429
588.0,3.6322458,-19.988449,25.674414
589.0,3.6326966,-19.959602,25.685858
590.0,3.6327467,-19.97827,25.502634
591.0,3.6332476,-19.969783,25.571346
592.0,3.6333477,-19.957904,25.720215
593.0,3.6331475,-19.918875,25.666784
594.0,3.6336985,-19.959602,25.678228
595.0,3.6338987,-19.929055,25.693487
596.0,3.6343496,-19.923965,25.689672
597.0,3.6342494,-19.957904,25.685858
598.0,3.6348505,-19.979967,25.666784
599.0,3.6345501,-20.013904,25.651503
600.0,3.6351511,-19.952814,25.594257
